from,to,fromModule,toModule,Distance
POP,MALNPOPP,Demography,Demography,1
MALNCHIL,MALNPOPP,Demography,Demography,2
CLPC,MALNPOPP,Agriculture,Demography,12
HHINC,MALNPOPP,Economy,Demography,12
I,MALNPOPP,Economy,Demography,1395
DEATHS,MALNPOPP,Demography,Demography,1395
migrateinm,MALNPOPP,Demography,Demography,1461
migratebalancesw,MALNPOPP,Economy,Demography,1423
contiguity,MALNPOPP,Interstate,Demography,1491
migrateoutm,MALNPOPP,Demography,Demography,1462
MALNCHP,MALNPOPP,Demography,Demography,0
GDPPCP,MATMORTRATIO,Economy,Other,1
TFR,MATMORTRATIO,Demography,Other,1
matpostradd,MATPOSTR,Sociopolitical,Sociopolitical,0
mprconv,MATPOSTR,Sociopolitical,Sociopolitical,1
cultshmp,MATPOSTR,Sociopolitical,Sociopolitical,3
CULTREG,MATPOSTR,Sociopolitical,Sociopolitical,3
GDPPCP,MATPOSTR,Economy,Sociopolitical,6
VADD,MFPBAS,Economy,Economy,147
MFPRATE,MFPBAS,Economy,Economy,0
VADD,MFPCOR,Economy,Economy,148
MFPCORS,MFPCOR,Economy,Economy,173
mfpconv,MFPCOR,Economy,Economy,30
mfpconv,MFPCORS,Economy,Economy,23
MFPRATE,MFPCORS,Economy,Economy,0
MFPHC,MFPCORS,Economy,Economy,0
MFPSC,MFPCORS,Economy,Economy,0
MFPPC,MFPCORS,Economy,Economy,0
MFPKN,MFPCORS,Economy,Economy,0
VADD,MFPCORS,Economy,Economy,9
KS,MFPCORS,Economy,Economy,8
LABS,MFPCORS,Economy,Economy,7
POPR,MFPCORS,Demography,Economy,28
femshrgr,MFPCORS,Economy,Economy,28
lks,MFPCORS,Economy,Economy,12
IGCF,MFPCORS,Economy,Economy,30
GDP,MFPCORS,Economy,Economy,30
GDPP,MFPCORS,Economy,Economy,27
igdpr,MFPCORS,Economy,Economy,27
POP,MFPCORS,Demography,Economy,27
GDPPCP,MFPCORS,Economy,Economy,24
MFPSC,MFPHC,Economy,Economy,2
MFPPC,MFPHC,Economy,Economy,2
MFPKN,MFPHC,Economy,Economy,2
EDQUALAG15,MFPHC,Education,Economy,0
GDS,MFPHC,Sociopolitical,Economy,10
igdpr,MFPHC,Economy,Economy,10
mfpedspn,MFPHC,Economy,Economy,10
EDYRSAG15,MFPHC,Education,Economy,7
mfpedyrs,MFPHC,Economy,Economy,7
HLSTUNT,MFPHC,Other,Economy,4
mfpstunt,MFPHC,Economy,Economy,4
mfphlyld,MFPHC,Other,Economy,2
mfpedlifexp,MFPHC,Economy,Economy,8
GDP,MFPHC,Economy,Economy,23
GDPPCP,MFPHC,Economy,Economy,16
POPWORKING,MFPHC,Demography,Economy,3
LIFEXP,MFPHC,Demography,Economy,9
HLYLDWORK,MFPHC,Other,Economy,190
HLSTUNTWORK,MFPHC,Other,Economy,2
MFPHC,MFPKN,Economy,Economy,8
MFPSC,MFPKN,Economy,Economy,8
MFPPC,MFPKN,Economy,Economy,8
EDTERGRSCIEN,MFPKN,Education,Economy,0
RANDDEXP,MFPKN,Economy,Economy,5
mfprandd,MFPKN,Economy,Economy,5
GDPPCP,MFPKN,Economy,Economy,61
mfpeconint,MFPKN,Economy,Economy,2
MFPHC,MFPPC,Economy,Economy,6
MFPSC,MFPPC,Economy,Economy,6
MFPKN,MFPPC,Economy,Economy,6
INFRAINDTRAD,MFPPC,Other,Economy,14
mfpinfrindtrad,MFPPC,Economy,Economy,14
mfpinfrindict,MFPPC,Economy,Economy,9
mfpiospn,MFPPC,Economy,Economy,3
GDPPCP,MFPPC,Economy,Economy,16
GDS,MFPPC,Sociopolitical,Economy,4
igdpr,MFPPC,Economy,Economy,4
INFRAINDICT,MFPPC,Other,Economy,13
ictindexm,MFPPC,Other,Economy,13
GDP,MFPPC,Economy,Economy,63
MFPPC,MFPPCDEM,Economy,Economy,1
MFPHC,MFPPCDEM,Economy,Economy,2
MFPSC,MFPPCDEM,Economy,Economy,2
MFPKN,MFPPCDEM,Economy,Economy,2
INFRAINDTRADDEM,MFPPCDEM,Other,Economy,9
mfpinfrindtrad,MFPPCDEM,Economy,Economy,9
mfpinfrindict,MFPPCDEM,Economy,Economy,7
mfpiospn,MFPPCDEM,Economy,Economy,4
GDPPCP,MFPPCDEM,Economy,Economy,17
INFRAINDICTDEM,MFPPCDEM,Other,Economy,8
GDS,MFPPCDEM,Sociopolitical,Economy,5
igdpr,MFPPCDEM,Economy,Economy,5
GDP,MFPPCDEM,Economy,Economy,64
mfpadd,MFPRATE,Economy,Economy,0
mfpbasgr,MFPRATE,Economy,Economy,0
mfpbasinc,MFPRATE,Economy,Economy,0
MFPCORS,MFPRATE,Economy,Economy,63
VADD,MFPRATE,Economy,Economy,63
mfpconv2,MFPRATE,Economy,Economy,0
mfpleadr,MFPRATE,Economy,Economy,0
GDP,MFPRATET,Economy,Economy,0
VADD,MFPRATET,Economy,Economy,0
MFPRATE,MFPRATET,Economy,Economy,668
MFPKN,MFPRATET,Economy,Economy,668
MFPHC,MFPRATET,Economy,Economy,672
MFPSC,MFPRATET,Economy,Economy,672
MFPPC,MFPRATET,Economy,Economy,672
MFPCORS,MFPRATET,Economy,Economy,835
mfpconv,MFPRATET,Economy,Economy,692
MFPHC,MFPSC,Economy,Economy,4
MFPPC,MFPSC,Economy,Economy,4
MFPKN,MFPSC,Economy,Economy,4
ECONFREE,MFPSC,Sociopolitical,Economy,6
mfpefree,MFPSC,Economy,Economy,6
GOVEFFECT,MFPSC,Other,Economy,3
mfpgoveff,MFPSC,Economy,Economy,3
GOVCORRUPT,MFPSC,Economy,Economy,2
mfpgovcor,MFPSC,Economy,Economy,2
mfpdemoc,MFPSC,Economy,Economy,4
FREEDOM,MFPSC,Sociopolitical,Economy,5
mfpfree,MFPSC,Economy,Economy,5
GOVINDSECUR,MFPSC,Other,Economy,1
mfpconflict,MFPSC,Economy,Economy,1
confforsw,MFPSC,Sociopolitical,Economy,1
DEMOCPOLITY,MFPSC,Sociopolitical,Economy,78
GDPPCP,MFPSC,Economy,Economy,15
EDYRSAG15,MFPSC,Education,Economy,17
GEM,MFPSC,Sociopolitical,Economy,77
YTHBULGE,MFPSC,Demography,Economy,76
ENX,MFPSC,Energy,Economy,182
ENPRI,MFPSC,Energy,Economy,182
GDP,MFPSC,Economy,Economy,182
igdpr,MFPSC,Economy,Economy,42
GOVINDSECUR,MFPSCCONFL,Other,Economy,0
mfpconflict,MFPSCCONFL,Economy,Economy,0
MFPBAS,MFPTOT,Economy,Economy,0
MFPHC,MFPTOT,Economy,Economy,0
MFPSC,MFPTOT,Economy,Economy,0
MFPPC,MFPTOT,Economy,Economy,0
MFPKN,MFPTOT,Economy,Economy,0
MFPCOR,MFPTOT,Economy,Economy,0
migratebalancesw,MIGRANTS,Economy,Demography,0
I,MIGRANTS,Economy,Demography,0
POP15TO65,MIGRANTS,Demography,Demography,11
POPFOREIGNIN,MIGRANTS,Demography,Demography,22
POP,MIGRANTS,Demography,Demography,22
DEATHS,MIGRANTS,Demography,Demography,78
migrateinm,MIGRANTS,Demography,Demography,144
contiguity,MIGRANTS,Interstate,Demography,174
migrateoutm,MIGRANTS,Demography,Demography,145
MIGRATE,MIGRANTS,Demography,Demography,0
I,MIGRANTSFORCEDOUT,Economy,Demography,0
migrateinm,MIGRANTSFORCEDOUT,Demography,Demography,90
migratebalancesw,MIGRANTSFORCEDOUT,Economy,Demography,52
migrateoutm,MIGRANTSFORCEDOUT,Demography,Demography,91
MIGRANTS,MIGRANTSFORCEDOUT,Demography,Demography,64
POP15TO65,MIGRANTSFORCEDOUT,Demography,Demography,64
POPFOREIGNIN,MIGRANTSFORCEDOUT,Demography,Demography,64
POP,MIGRANTSFORCEDOUT,Demography,Demography,64
GOVRISK,MIGRANTSFORCEDOUT,Other,Demography,1
GOVINDSECUR,MIGRANTSFORCEDOUT,Other,Demography,2
I,MIGRANTSFORCEDRETURN,Economy,Demography,0
migratebalancesw,MIGRANTSFORCEDRETURN,Economy,Demography,61
migrateinm,MIGRANTSFORCEDRETURN,Demography,Demography,99
MIGRANTS,MIGRANTSFORCEDRETURN,Demography,Demography,73
POP15TO65,MIGRANTSFORCEDRETURN,Demography,Demography,73
POPFOREIGNIN,MIGRANTSFORCEDRETURN,Demography,Demography,73
POP,MIGRANTSFORCEDRETURN,Demography,Demography,73
migrateoutm,MIGRANTSFORCEDRETURN,Demography,Demography,100
MIGRANTSFORCEDOUT,MIGRANTSFORCEDRETURN,Demography,Demography,103
I,MIGRANTSIN,Economy,Demography,0
migratebalancesw,MIGRANTSIN,Economy,Demography,49
migrateinm,MIGRANTSIN,Demography,Demography,87
MIGRANTS,MIGRANTSIN,Demography,Demography,61
POP15TO65,MIGRANTSIN,Demography,Demography,61
POPFOREIGNIN,MIGRANTSIN,Demography,Demography,61
POP,MIGRANTSIN,Demography,Demography,61
migrateoutm,MIGRANTSIN,Demography,Demography,88
MIGRANTSFORCEDOUT,MIGRANTSIN,Demography,Demography,91
C,MIGRANTSIN,Economy,Demography,129
GDPPCP,MIGRANTSIN,Economy,Demography,112
I,MIGRANTSOUT,Economy,Demography,0
migratebalancesw,MIGRANTSOUT,Economy,Demography,48
migrateinm,MIGRANTSOUT,Demography,Demography,86
MIGRANTS,MIGRANTSOUT,Demography,Demography,60
POP15TO65,MIGRANTSOUT,Demography,Demography,60
POPFOREIGNIN,MIGRANTSOUT,Demography,Demography,60
POP,MIGRANTSOUT,Demography,Demography,60
migrateoutm,MIGRANTSOUT,Demography,Demography,87
MIGRANTSFORCEDOUT,MIGRANTSOUT,Demography,Demography,90
C,MIGRANTSOUT,Economy,Demography,128
GDPPCP,MIGRANTSOUT,Economy,Demography,111
I,MIGRANTSVOLIN,Economy,Demography,0
POP,MIGRANTSVOLIN,Demography,Demography,95
migratebalancesw,MIGRANTSVOLIN,Economy,Demography,62
migrateinm,MIGRANTSVOLIN,Demography,Demography,100
contiguity,MIGRANTSVOLIN,Interstate,Demography,130
migrateoutm,MIGRANTSVOLIN,Demography,Demography,101
MIGRANTS,MIGRANTSVOLIN,Demography,Demography,74
POP15TO65,MIGRANTSVOLIN,Demography,Demography,74
POPFOREIGNIN,MIGRANTSVOLIN,Demography,Demography,74
I,MIGRANTSVOLOUT,Economy,Demography,0
POP,MIGRANTSVOLOUT,Demography,Demography,96
migratebalancesw,MIGRANTSVOLOUT,Economy,Demography,63
migrateinm,MIGRANTSVOLOUT,Demography,Demography,101
contiguity,MIGRANTSVOLOUT,Interstate,Demography,131
migrateoutm,MIGRANTSVOLOUT,Demography,Demography,102
MIGRANTS,MIGRANTSVOLOUT,Demography,Demography,75
POP15TO65,MIGRANTSVOLOUT,Demography,Demography,75
POPFOREIGNIN,MIGRANTSVOLOUT,Demography,Demography,75
MIGRANTS,MIGRATE,Demography,Demography,0
I,MIGRATE,Economy,Demography,0
POP,MIGRATE,Demography,Demography,0
migrater,MIGRATE,Demography,Demography,0
wmigrm,MIGRATE,Demography,Demography,0
MIGRANTSIN,MIGRATEIN,Demography,Demography,0
I,MIGRATEIN,Economy,Demography,0
POP,MIGRATEIN,Demography,Demography,0
MIGRANTSOUT,MIGRATEOUT,Demography,Demography,0
I,MIGRATEOUT,Economy,Demography,0
POP,MIGRATEOUT,Demography,Demography,0
GDS,MORTMG,Sociopolitical,Sociopolitical,0
GDP,MORTMG,Economy,Sociopolitical,0
elashc,MORTMG,Sociopolitical,Sociopolitical,0
XRPA,MRPA,Economy,Economy,7
termtrm,MRPA,Economy,Economy,0
nsdiv,MRPA,Economy,Economy,0
GDPPC,MRPA,Economy,Economy,968
MS,MRPA,Economy,Economy,0
WP,MRPA,Economy,Economy,0
bilateraltradeforwardlinksw,MS,Economy,Economy,0
I,MS,Economy,Economy,0
XS,MS,Economy,Economy,73
M,MS,Economy,Economy,78
X,MS,Economy,Economy,83
contiguity,MS,Interstate,Economy,254
DIPLOTREATY,MS,Interstate,Economy,246
elasminc,MS,Economy,Economy,16
GDPR,MS,Economy,Economy,81
ST,MS,Economy,Economy,11
dstl,MS,Economy,Economy,11
CS,MS,Economy,Economy,316
GS,MS,Economy,Economy,316
INVS,MS,Economy,Economy,316
ZS,MS,Economy,Economy,316
igdpr,MS,Economy,Economy,323
WP,MS,Economy,Economy,25
PRI,MS,Economy,Economy,25
EXRATE,MS,Economy,Economy,25
elastrpr,MS,Economy,Economy,14
elmpr1,MS,Economy,Economy,27
elmpr2,MS,Economy,Economy,26
GDPPOT,MS,Other,Economy,70
protecm,MS,Economy,Economy,20
GDP,MS,Economy,Economy,331
elasxinc,MS,Economy,Economy,34
xshift,MS,Economy,Economy,34
elxpr1,MS,Economy,Economy,29
elxpr2,MS,Economy,Economy,28
AGMVALUE,MS,Agriculture,Economy,0
ENM,MS,Energy,Economy,0
WEPBYEAR,MS,Energy,Economy,265
drnpow,NPOW,Interstate,Interstate,0
GDS,NPOW,Sociopolitical,Interstate,0
nmilf,NPOW,Interstate,Interstate,0
npowf,NPOW,Interstate,Interstate,0
nwarsv,NPOW,Interstate,Interstate,3
NWAR,NPOW,Interstate,Interstate,3
GDP,NSGAPA,Economy,Economy,26
POP,NSGAPA,Demography,Economy,27
nsdiv,NSGAPA,Economy,Economy,24
GDPPC,NSGAPA,Economy,Economy,1041
GDP,NSGAPR,Economy,Economy,25
POP,NSGAPR,Demography,Economy,26
nsdiv,NSGAPR,Economy,Economy,23
GDPPC,NSGAPR,Economy,Economy,1040
GDPPOT,NSGAPRTB,Other,Economy,2
POP,NSGAPRTB,Demography,Economy,1
WPOP,NSGAPRTB,Demography,Economy,13
nsnaratm,NSNARAT,Economy,Economy,0
INCOMELT200CS2005,NSNARAT,Sociopolitical,Economy,504
POP,NSNARAT,Demography,Economy,504
C,NSNARAT,Economy,Economy,498
PPPCONV,NSNARAT,Economy,Economy,498
GINIDOM,NSNARAT,Sociopolitical,Economy,502
INCOMELT125CS2005,NSNARAT,Sociopolitical,Economy,7
POP,NSPQLI,Demography,Sociopolitical,17
PQLI,NSPQLI,Sociopolitical,Sociopolitical,17
nsdiv,NSPQLI,Economy,Sociopolitical,15
GDPPC,NSPQLI,Economy,Sociopolitical,264
I,NSPQLI,Economy,Sociopolitical,557
DEATHS,NSPQLI,Demography,Sociopolitical,557
migrateinm,NSPQLI,Demography,Sociopolitical,623
migratebalancesw,NSPQLI,Economy,Sociopolitical,585
contiguity,NSPQLI,Interstate,Sociopolitical,653
migrateoutm,NSPQLI,Demography,Sociopolitical,624
POP,NUMNWP,Demography,Sociopolitical,0
GDPPCP,NUMNWP,Economy,Sociopolitical,12
mfpconv,NUMNWP,Economy,Sociopolitical,1
NUMNWPGR,NUMNWP,Sociopolitical,Sociopolitical,0
NUMNWP,NUMNWPGR,Sociopolitical,Sociopolitical,0
POP,NUMNWPGR,Demography,Sociopolitical,3
GDPPCP,NUMNWPGR,Economy,Sociopolitical,5
numnwpgrm,NUMNWPGR,Sociopolitical,Sociopolitical,0
NPOW,NWARPB,Interstate,Interstate,0
nwarf,NWARPB,Interstate,Interstate,0
CWAR,NWARPB,Interstate,Interstate,0
cwarsv,NWARPB,Interstate,Interstate,0
WENP,OILGPR,Energy,Energy,0
ENP,OILGPR,Energy,Energy,2
POWER,PCONGREAT,Interstate,Interstate,2
wpgreatlev,PCONGREAT,Interstate,Interstate,2
eumembsw,PCONGREAT,Interstate,Interstate,12
wpgreatthresh,PCONGREAT,Interstate,Interstate,11
POWER,PCONGREATEU,Interstate,Interstate,1
wpgreatlev,PCONGREATEU,Interstate,Interstate,1
eumembsw,PCONGREATEU,Interstate,Interstate,1
POWER,PCONGREATEUF,Interstate,Interstate,1
wpgreatlev,PCONGREATEUF,Interstate,Interstate,3
eumembsw,PCONGREATEUF,Interstate,Interstate,3
wpgreatthresh,PCONGREATEUF,Interstate,Interstate,2
POWER,PCONGREATF,Interstate,Interstate,2
wpgreatlev,PCONGREATF,Interstate,Interstate,4
wpgreatthresh,PCONGREATF,Interstate,Interstate,3
eumembsw,PCONGREATF,Interstate,Interstate,27
POWER,PCONSYS,Interstate,Interstate,2
INFRATELE,PERSCON,Other,Demography,0
WPOP,PERSCON,Demography,Demography,944
POP,PERSCON,Demography,Demography,946
XWORKREMIT,PERSCON,Economy,Demography,2
GDPPOT,PERSCON,Other,Demography,2
WGDP,PERSCON,Economy,Demography,945
GDP,PERSCON,Economy,Demography,2
ZS,PFD,Economy,Economy,0
ENRGDP,PFD,Energy,Economy,53
GDPPC,PFD,Economy,Economy,752
MIGRANTS,POP,Demography,Demography,10
malemigr,POP,Demography,Demography,10
BIRTHS,POP,Demography,Demography,352
birthmshr,POP,Demography,Demography,624
tmortr2,POP,Demography,Demography,285
tmortr,POP,Demography,Demography,286
GDPPCP,POP,Economy,Demography,543
LIFEXP,POP,Demography,Demography,302
CIVDM,POP,Interstate,Demography,287
mortconv,POP,Demography,Demography,478
mortm,POP,Demography,Demography,288
MORTMG,POP,Sociopolitical,Demography,288
I,POP,Economy,Demography,717
DEATHS,POP,Demography,Demography,717
AIDSDTHS,POP,Demography,Demography,481
migrateinm,POP,Demography,Demography,308
migratebalancesw,POP,Economy,Demography,270
contiguity,POP,Interstate,Demography,338
migrateoutm,POP,Demography,Demography,309
POP15TO65,POP,Demography,Demography,282
POPFOREIGNIN,POP,Demography,Demography,282
ifsexomodelid,POP,Other,Demography,0
POP,POP0TO5,Demography,Demography,0
POP,POP15TO65,Demography,Demography,0
POPLE15,POP15TO65,Demography,Demography,0
POPGT65,POP15TO65,Demography,Demography,0
MIGRANTS,POPFOREIGN,Demography,Demography,0
I,POPFOREIGNIN,Economy,Demography,0
DEATHS,POPFOREIGNIN,Demography,Demography,40
POP,POPFOREIGNIN,Demography,Demography,40
contiguity,POPFOREIGNIN,Interstate,Demography,134
migrateinm,POPFOREIGNIN,Demography,Demography,104
migratebalancesw,POPFOREIGNIN,Economy,Demography,66
migrateoutm,POPFOREIGNIN,Demography,Demography,105
I,POPFOREIGNOUT,Economy,Demography,0
DEATHS,POPFOREIGNOUT,Demography,Demography,39
POP,POPFOREIGNOUT,Demography,Demography,39
contiguity,POPFOREIGNOUT,Interstate,Demography,133
migrateinm,POPFOREIGNOUT,Demography,Demography,103
migratebalancesw,POPFOREIGNOUT,Economy,Demography,65
migrateoutm,POPFOREIGNOUT,Demography,Demography,104
POP,POPGT65,Demography,Demography,0
POP,POPLE15,Demography,Demography,0
POP,POPMEDAGE,Demography,Demography,0
POP,POPPREWORK,Demography,Demography,0
CBR,POPR,Demography,Demography,0
CDR,POPR,Demography,Demography,0
MIGRATE,POPR,Demography,Demography,0
I,POPREFUGEE,Economy,Demography,0
DEATHS,POPREFUGEE,Demography,Demography,36
POP,POPREFUGEE,Demography,Demography,36
migrateinm,POPREFUGEE,Demography,Demography,102
migratebalancesw,POPREFUGEE,Economy,Demography,64
contiguity,POPREFUGEE,Interstate,Demography,132
migrateoutm,POPREFUGEE,Demography,Demography,103
MIGRANTS,POPREFUGEE,Demography,Demography,76
POP15TO65,POPREFUGEE,Demography,Demography,76
POPFOREIGNIN,POPREFUGEE,Demography,Demography,76
POP,POPRETIRED,Demography,Demography,0
POP,POPRURAL,Demography,Demography,0
POPURBAN,POPRURAL,Demography,Demography,0
POP,POPURBAN,Demography,Demography,0
ifsexomodelid,POPURBAN,Other,Demography,0
POPR,POPURBAN,Demography,Demography,2
POPURBGR,POPURBAN,Demography,Demography,410
POPURBAN,POPURBGR,Demography,Demography,0
POP,POPWORKING,Demography,Demography,0
POPPREWORK,POPWORKING,Demography,Demography,0
POPRETIRED,POPWORKING,Demography,Demography,0
POPWORKING,POTSUPRAT,Demography,Demography,0
POPRETIRED,POTSUPRAT,Demography,Demography,0
INCOMELT190LN,POVGAP,Sociopolitical,Sociopolitical,7
POP,POVGAP,Demography,Sociopolitical,7
GINIDOM,POVGAP,Sociopolitical,Sociopolitical,5
wpwghtpow,POWER,Interstate,Interstate,84
DIPLOEMBASSY,POWER,Interstate,Interstate,49
DIPLOEMBASSYMAX,POWER,Interstate,Interstate,49
DIPLOIGO,POWER,Interstate,Interstate,49
DIPLOIGOMAX,POWER,Interstate,Interstate,49
DIPLOTREATY,POWER,Interstate,Interstate,49
DIPLOTREATYMAX,POWER,Interstate,Interstate,49
GOVREV,POWER,Economy,Interstate,49
GDP,POWER,Economy,Interstate,77
WGDP,POWER,Economy,Interstate,77
GDPPC,POWER,Economy,Interstate,75
GOVCON,POWER,Economy,Interstate,74
CPOW,POWER,Interstate,Interstate,70
WCPOW,POWER,Interstate,Interstate,70
NPOW,POWER,Interstate,Interstate,69
WNPOW,POWER,Interstate,Interstate,69
GOVNUCWP,POWER,Other,Interstate,68
ENX,POWER,Energy,Interstate,64
ENM,POWER,Energy,Interstate,64
X,POWER,Economy,Interstate,62
M,POWER,Economy,Interstate,62
XFDIFIN,POWER,Economy,Interstate,61
AID,POWER,Sociopolitical,Interstate,60
POPWORKING,POWER,Demography,Interstate,59
HDINEW,POWER,Sociopolitical,Interstate,59
KS,POWER,Economy,Interstate,56
GDPP,POWER,Economy,Interstate,73
POP,POWER,Demography,Interstate,47
INCOMELT310LN,POWER,Sociopolitical,Interstate,47
POP15TO65,POWER,Demography,Interstate,47
RANDDEXP,POWER,Economy,Interstate,57
GDS,POWER,Sociopolitical,Interstate,164
XS,POWER,Economy,Interstate,423
WEPBYEAR,POWER,Energy,Interstate,423
MS,POWER,Economy,Interstate,423
WPOP,POWER,Demography,Interstate,78
GDPPCP,POWER,Economy,Interstate,75
GDP,POWERGPI,Economy,Interstate,75
WGDP,POWERGPI,Economy,Interstate,75
GOVNUCWP,POWERGPI,Other,Interstate,66
X,POWERGPI,Economy,Interstate,60
M,POWERGPI,Economy,Interstate,60
XFDIFIN,POWERGPI,Economy,Interstate,59
AID,POWERGPI,Sociopolitical,Interstate,58
KS,POWERGPI,Economy,Interstate,54
DIPLOEMBASSY,POWERGPI,Interstate,Interstate,46
DIPLOEMBASSYMAX,POWERGPI,Interstate,Interstate,46
DIPLOIGO,POWERGPI,Interstate,Interstate,46
DIPLOIGOMAX,POWERGPI,Interstate,Interstate,46
DIPLOTREATY,POWERGPI,Interstate,Interstate,46
DIPLOTREATYMAX,POWERGPI,Interstate,Interstate,46
GOVREV,POWERGPI,Economy,Interstate,46
POP,POWERGPI,Demography,Interstate,45
INCOMELT310LN,POWERGPI,Sociopolitical,Interstate,45
POP15TO65,POWERGPI,Demography,Interstate,45
HDINEW,POWERGPI,Sociopolitical,Interstate,45
GDS,POWERGPI,Sociopolitical,Interstate,162
ENP,POWERGPI,Energy,Interstate,420
POP,POWERHHMI,Demography,Interstate,76
WPOP,POWERHHMI,Demography,Interstate,76
GDPP,POWERHHMI,Economy,Interstate,75
GDPPCP,POWERHHMI,Economy,Interstate,73
DIPLOEMBASSY,POWERHHMI,Interstate,Interstate,48
GOVNUCWP,POWERHHMI,Other,Interstate,65
DIPLOIGO,POWERHHMI,Interstate,Interstate,47
DIPLOTREATY,POWERHHMI,Interstate,Interstate,46
GDS,POWERHHMI,Sociopolitical,Interstate,161
GDPPCP,PPPCONV,Economy,Economy,1975
GDPPC,PPPCONV,Economy,Economy,4
GDPPOT,PPPCONV,Other,Economy,8
POP,PPPCONV,Demography,Economy,8
GDP,PPPCONV,Economy,Economy,1836
gdprext,PPPCONV,Other,Economy,0
LIT,PQLI,Education,Sociopolitical,0
LIFEXP,PQLI,Demography,Sociopolitical,3
lifexpmin,PQLI,Sociopolitical,Sociopolitical,3
infmormax,PQLI,Sociopolitical,Sociopolitical,1
INFMOR,PQLI,Demography,Sociopolitical,1
elprst1,PRI,Economy,Economy,1
elprst2,PRI,Economy,Economy,1
GDPPOT,PRI,Other,Economy,98
ST,PRI,Economy,Economy,5
dstl,PRI,Economy,Economy,5
ZS,PRI,Economy,Economy,170
MS,PRI,Economy,Economy,340
GDP,PRI,Economy,Economy,359
FPRI,PRI,Agriculture,Economy,0
WAP,PRI,Agriculture,Economy,327
ENPRI,PRI,Energy,Economy,0
CLPC,PROTEINPC,Agriculture,Agriculture,0
qem,QE,Energy,Energy,0
etechadv,QE,Energy,Energy,278
resorm,QE,Energy,Energy,14
resor,QE,Energy,Energy,14
resorunconm,QE,Energy,Energy,14
resoruncon,QE,Energy,Energy,14
ENP,QE,Energy,Energy,8
elenrenict,QE,Other,Energy,280
qeunconm,QEUNCON,Energy,Energy,0
GDS,RANDDEXP,Sociopolitical,Economy,0
GDP,RANDDEXP,Economy,Economy,0
gdsm,RANDDEXP,Sociopolitical,Economy,0
gdsnormalize,RANDDEXP,Interstate,Economy,0
randdexpm,RANDDEXP,Economy,Economy,22
GDPPCP,RANDDEXP,Economy,Economy,26
ENP,RESER,Energy,Energy,0
resorm,RESER,Energy,Energy,32
resor,RESER,Energy,Energy,32
resorunconm,RESER,Energy,Energy,32
resoruncon,RESER,Energy,Energy,32
CLD,RETRAT,Agriculture,Agriculture,1
LD,RETRAT,Agriculture,Agriculture,2
YL,RETRAT,Agriculture,Agriculture,539
KAG,RETRAT,Agriculture,Agriculture,3
LABS,RETRAT,Economy,Agriculture,411
CDALF,RETRAT,Economy,Agriculture,326
MFPRATE,RETRAT,Economy,Agriculture,316
TGRYL,RETRAT,Other,Agriculture,317
elfdpr1,RETRAT,Agriculture,Agriculture,338
elfdpr2,RETRAT,Agriculture,Agriculture,338
AGDEM,RETRAT,Agriculture,Agriculture,341
AGP,RETRAT,Agriculture,Agriculture,341
dstl,RETRAT,Economy,Agriculture,499
FSTOCK,RETRAT,Agriculture,Agriculture,377
malnchpsamadj,SAMADMISSION,Demography,Demography,0
MALNCHPSAM,SAMADMISSION,Demography,Demography,0
POP0TO5,SAMADMISSION,Demography,Demography,0
SAMAVERTED,SAMADMISSION,Demography,Demography,0
samadmissionadd,SAMADMISSION,Demography,Demography,0
samadmissionm,SAMADMISSION,Demography,Demography,0
GDPPCP,SAMADMISSION,Economy,Demography,2
samadmissionsw,SAMADMISSION,Demography,Demography,2
SAMADMISSION,SAMADMISSIONTOTCOST,Demography,Demography,0
samadmissionadd,SAMADMISSIONTOTCOST,Demography,Demography,5
samadmissionm,SAMADMISSIONTOTCOST,Demography,Demography,5
MALNCHPSAM,SAMADMISSIONTOTCOST,Demography,Demography,0
malnchpsamadj,SAMADMISSIONTOTCOST,Demography,Demography,0
POP0TO5,SAMADMISSIONTOTCOST,Demography,Demography,0
samadmissioncost,SAMADMISSIONTOTCOST,Demography,Demography,0
SAMAVERTED,SAMADMISSIONTOTCOST,Demography,Demography,0
samavertedm,SAMAVERTED,Demography,Demography,0
samavertedconvyr,SAMAVERTED,Demography,Demography,0
POP,SANITATION,Demography,Other,0
HHSIZE,SANITATION,Demography,Other,0
sanitationtrgtyr,SANITATION,Other,Other,2
sanitationtrgtval,SANITATION,Other,Other,2
sanitationm,SANITATION,Other,Other,3
GDPPCP,SANITATION,Economy,Other,21
EDYRSAG25,SANITATION,Education,Other,21
sanitnoconsetar,SANITATION,Other,Other,1
sanitnoconseyrtar,SANITATION,Other,Other,1
GDS,SANITATION,Sociopolitical,Other,111
GDP,SANITATION,Economy,Other,111
igdpr,SANITATION,Economy,Other,117
POPR,SANITATION,Demography,Other,117
sanithldsw,SANITATION,Other,Other,0
sanitationcostm,SANITATIONCOST,Other,Other,0
SANITATION,SANITATIONDEM,Other,Other,0
sanitationimpcostm,SANITATIONIMPCOST,Other,Other,0
HHSAV,SAVINGS,Economy,Economy,0
FIRMSAV,SAVINGS,Economy,Economy,0
GOVBAL,SAVINGS,Economy,Economy,0
FORSAV,SAVINGS,Economy,Economy,0
HHSAV,SAVINGSRPA,Economy,Economy,0
FIRMSAV,SAVINGSRPA,Economy,Economy,0
GOVBAL,SAVINGSRPA,Economy,Economy,0
